Company Name,State,JAN - DEC 2014,JAN - DEC 2013,DEC 2014,DEC 2013,JAN - DEC 2013,Email
IMPRESSION EDGE,TX,"$1,851",$223,$0,$0,$223,cs@impressionedge.com
IMPRESSIONS MARKETING,TX,"$1,276","$4,361",$0,$809,"$4,361",customerservice@logoadvertising.com
"IMPRESSIVE IDEAS, INC.",TX,"$1,203",$247,$0,$0,$247,DEDE@IMPRESSIVEIDEAS.COM
IMPRINT LOGO APPAREL,TX,"$1,158",$0,$0,$0,$0,GARY.GREEN@MSN.COM
IMPRINT RESOURCES,TX,"$4,802","$1,808",$0,$0,"$1,808",lisa@imprintresources.com
IMPRINT.COM,TX,"$1,316",$0,$0,$0,$0,forhouston@gmail.com
IN PURSUIT PROMOTIONS,TX,$0,$0,$0,$0,$0,accounting@goinpursuit.com
"INCENTIVE AMERICA, INC.",TX,"$1,606",$0,"$1,176",$0,$0,accounting@incentiveamerica.com
INCENTIVE BRANDS,TX,$709,$0,$0,$0,$0,chris@maverickjackets.com; pete@incentivebrands.com
INFINITI MARKETING,TX,$449,$153,$0,$0,$153,DON@INFINITIMARKETING.NET
INK N STITCH,TX,$0,$0,$0,$0,$0,COLBY@INKNSTITCH.COM
INKSPRESS URSELF!,TX,$0,$0,$0,$0,$0,SALES@INKSPRESSURSELF.COM
INMAN PROMOTIONAL TEAM,TX,"$4,923","$1,033",$526,$86,"$1,033",RAY@INMANPROMO.COM
INNER CHANGE CONSULTING GROUP,TX,$0,$0,$0,$0,$0,INFO@INNERCHANGELLC.NET
INNERWORKINGS,TX,"$1,473",$0,$0,$0,$0,Ssaulters@inwk.com
INNOVATIVE DESIGN,TX,$0,$0,$0,$0,$0,sharon@innovative-designs.net
INNOVATIVE MGMT. SOLUTIONS,TX,$0,$0,$0,$0,$0,accounting@ims-247.com
INNOVATIVE PROMOTIONS,TX,$164,$0,$0,$0,$0,edwills@consolidated.net
"INNOVATIVE RESOURCES, LLC",TX,$182,$585,$0,$180,$585,JANET@INNOVRESOURCES.COM
INSIGNIA,TX,$330,$0,$0,$0,$0,sales@yourinsignia.com
INSIGNIA PROMOTIONS,TX,$0,$0,$0,$0,$0,GAYLA-LOCKS@HOTMAIL.COM
INSPIRATION GRAPHICS,TX,$0,$359,$0,$0,$359,
INTEGRATED DOCUMENT SOLUTIONS,TX,$0,$0,$0,$0,$0,PCARSON@INTDOC.COM
INVEN PROMO,TX,$0,$239,$0,$239,$239,tswitser@invenpromo.com
J & B MARKETING SPECIALTIES,TX,$0,$0,$0,$0,$0,
J BANNER AND CO,TX,$0,$609,$0,$0,$609,ROSLYN@JBANNER.NET
J CARTER LOGOWEAR,TX,$449,$0,$0,$0,$0,jcarterclient@gmail.com
"J KINDELL ENTERPRISES, LTD.",TX,$279,$0,$0,$0,$0,eloina@jkindell.com
"J&B CORPORATE PROMOTIONS, INC.",TX,"$2,338","$3,215",$0,$0,"$3,215",
J. HARDING & CO.,TX,"$1,386",$0,$0,$0,$0,wendy@jhardingco.com
J. PAUL COMPANY,TX,$0,$788,$0,$0,$788,rmorris@jpaulco.com
J.F. PARKER & SON,TX,$198,$167,$0,$0,$167,jfpson@sbcglobal.net
J.P.'S FUNDWEAR,TX,$404,$0,$0,$0,$0,accounting@fundwear.com
JACK PROMOTIONAL MARKETING LLC,TX,$941,$0,$0,$0,$0,bernie@jackpromo.com
JACKIE FELLERS,TX,$0,$16,$0,$0,$16,gwillette@satx.rr.com
JAM INCENTIVE MARKETING,TX,$0,$0,$0,$0,$0,krystal@jamincentive.com
JAN HALL PROMOTIONS,TX,$156,$462,$0,$0,$462,janhall@sbcglobal.net
JB GRAPHICS,TX,"$1,149",$0,$0,$0,$0,info@jbgraphicscompany.com
JC GRAPHICS,TX,$828,$0,$0,$0,$0,JC.T@NATCARDS.COM
J-MARK BUSINESS FORMS,TX,"$2,204","$2,813",$0,$0,"$2,813",lcrenshaw@wiltons.com;jmark@jmarkonline.com
JOY PROMOTIONS,TX,$0,$771,$0,$0,$771,cjackson@joypromotionsinc.com
"JOYOUS STITCHES, ETC",TX,$160,$0,$0,$0,$0,justjoyous@comcast.net
JPS PRINTING,TX,$373,$282,$0,$0,$282,PBS11111@YAHOO.COM
"JPT GRAPHICS, INC",TX,"$2,127",$957,$0,$0,$957,pancho@jptgraphics.com; accounting@jptgraphics.com
JUBILANT CARGO COMPANY,TX,"$2,532",$413,$0,$0,$413,sandy@jubilantcargo.com
JUMP DESIGN,TX,"$1,457",$0,$0,$0,$0,kim@jumppromo.net
JUST IMAGINE,TX,$0,$0,$0,$0,$0,DEBY@JUSTIMAGINE.INFO
K & K SPECIALTIES,TX,$373,$0,$0,$0,$0,kathryn629@aol.com
K & L ADVERTISING SPECIALTIES,TX,"$1,538",$0,$0,$0,$0,klpromo@verizon.net
K & S SPORTSWEAR,TX,$0,$0,$0,$0,$0,katy@ks-sportswear.com
"KASS MARKETING GROUP, LLC",TX,$256,"$1,214",$0,$0,"$1,214",kris@kasscorp.com
KB COMPANY,TX,$952,"$2,335",$0,"$2,335","$2,335",SALES@KBCOMPANYPROMO.COM
KCP SUPPLIES INC.,TX,$454,"$1,277",$0,$0,"$1,277",kcpsupplies@yahoo.com
KELLER TROPHY & AWARDS,TX,$604,$0,$0,$0,$0,COREY@KELLERTROPHY.COM
KELLEY PROMOTIONS & PRINTING,TX,$0,$0,$0,$0,$0,joni@kellypromo.com
KINGWOOD PROMOTIONS,TX,$0,$175,$0,$0,$175,ANITA@KINGWOODPROMOTIONS.COM
KNOCK-OUT SPEC,TX,$842,"$1,447",$0,$0,"$1,447",kristen@knockoutspecialties.com; john@knockoutspecialties.com
KONA PRINTING AND PROMOTIONS,TX,$628,$0,$0,$0,$0,lynn@konaprint.com
KOZA'S INC.,TX,$0,$400,$0,$0,$400,artdept@kozas.com
KWIK KOPY,TX,$241,$0,$0,$0,$0,kk555@kwikkopy.com
LA ENTERPRISES,TX,$485,$0,$0,$0,$0,laent@swbell.net
"LABEL SYSTEMS MFG., INC",TX,$0,$0,$0,$0,$0,connie@labelsystemsinc.com;karen@labelsystemsinc.com
LAINE ADVERTISING COMPANY,TX,$0,$193,$0,$193,$193,GARY@LAINEADV.COM
"LAPGEVITY, INC.",TX,"$17,834",$0,$0,$0,$0,karen@lapgevity.com
LEAD CONCEPTS,TX,"$1,002",$0,$0,$0,$0,caleb@leadconcepts.com
LEAISON RESOURCES,TX,$0,$0,$0,$0,$0,LEAISONRESOURCES@GMAIL.COM
LEAP FROG PROMOTIONS,TX,$0,$257,$0,$0,$257,KELLY@LEAPFROGPROMOS.COM
LEGZA AWARDS AND TROPHIES,TX,$268,$0,$0,$0,$0,fdofernandez@iconuniversal.com.mx
LIL XTREME PRODUCTIONS,TX,"$2,326",$239,$0,$0,$239,steve@lilextreme.com
LINCOLN PRESS,TX,$433,$0,$0,$0,$0,LORI@LINCOLNPRESS.BIZ
LINDSEY ADVERTISING COMPANY,TX,$0,"$1,730",$0,$0,"$1,730",GYLA@LINDSEYADV.COM
LJF,TX,$0,$0,$0,$0,$0,mellingson@ljfassoc.com
LOGO CITY TX,TX,$0,$0,$0,$0,$0,ROSEANN@LOGOCITYTX.COM
LOGO RESCUE,TX,$0,$0,$0,$0,$0,mike@logorescue.com
LOGOLINK,TX,$0,$0,$0,$0,$0,jennifer@logolinkusa.com
LOGOMATIC,TX,"$4,948","$1,039",$0,$0,"$1,039",dgelogomatic@earthlink.net
LOGOS@WORK,TX,"$1,164",$335,$0,$0,$335,promos@gvtc.com
LOGOSTUFF,TX,"$2,597","$3,541",$0,$0,"$3,541",CEBARRS@LOGOSTUFFONLINE.COM
LONE STAR PROMOTIONS,TX,$0,$0,$0,$0,$0,shawn@lonestarpromotions.com
LONE STAR SPECIAL TEES,TX,"$2,160",$465,$0,$0,$465,vsmith@lonestartees.com
LONE STAR T-SHIRTS,TX,$233,$0,$0,$0,$0,claude@lonestartshirts.com
LONESTAR IMPRINTS,TX,"$2,980","$1,859",$148,$0,"$1,859",brent@lonestarimprints.com
LONESTAR PROMOTIONALS,TX,$241,$279,$0,$0,$279,LONESTARPROMO@YAHOO.COM
LONG DOG TRADING CO,TX,$0,$0,$0,$0,$0,longdog@mentler.net
LONGVIEW EMBROIDERY,TX,$198,$0,$0,$0,$0,longviewemb@aol.com
LORENTE LLC,TX,$0,$0,$0,$0,$0,accounting@lorente.us
LORI EATON,TX,$104,$0,$0,$0,$0,
LoveThoseShirts.Com,TX,$392,$249,$0,$0,$249,GRAPHICS@LOVETHOSESHIRTS.COM
LYNNE MALKOFF PROMOTION INC.,TX,$640,$607,$0,$188,$607,SALES@LMPSPECIALTIES.COM
M & S CORPORATE OUTFITTERS,TX,"$1,396",$742,$0,$0,$742,APCORPOUTFIT@GMAIL.COM
M&B COLLECTIONS,TX,$585,"$1,855",$0,$617,"$1,855",diseno@mybpromociones.com
M&S CORPORATE OUTFIT-DONT USE-,TX,$706,$400,$306,$0,$400,STACEY.ARCENEAUX@GMAIL.COM
M2W INC.,TX,$529,$0,$261,$0,$0,dena@m2winc.com
M3 PROMOTIONS,TX,$223,$225,$0,$0,$225,MELISSA@M3PROMOS.COM;MATT@M3PROMOS.COM
MADWOMEN - PROMOTIONAL MARKETI,TX,$340,$0,$0,$0,$0,liane@madwomen.biz
MAGIC PROMOTIONS,TX,$0,$314,$0,$0,$314,ARIEA@ITSMAGIC.BIX
MAGNOLIA APPAREL & PROMOTIONS,TX,$317,$312,$317,$312,$312,JENNIFER@PROMOTEMAGNOLIA.COM
MAGOO'S PRINTSHOP,TX,$391,$0,$0,$0,$0,MARGARET@MAGOOSPRINTSHOP.COM
MARJAC CREATIONS,TX,$508,$0,$0,$0,$0,jack.temple@marjaccreations.com
MARK IT,TX,$329,$0,$0,$0,$0,
"MARKETING CANDY, A ROSE GRP CO",TX,"$21,571","$3,954",$0,"$3,673","$3,954",orders@teamrgc.com
MARQUIS COMMUNICATIONS,TX,$0,$0,$0,$0,$0,gnewsome@marquiscom.com
MARTIN BUSINESS PRODUCTS,TX,$589,$815,$0,$0,$815,jbm10854@aol.com
MASTERCRAFT PRINTED PRODUCTS,TX,"$2,305",$0,$0,$0,$0,p.westfall@mbfi.com
MAVICH BRANDING GROUP,TX,"$1,580",$0,$0,$0,$0,ACCOUNTING@MAVICHBRANDING.COM
MAXIM INCENTIVES,TX,$193,$863,$0,$0,$863,gary@maximincentives.com
MAXIMUM EXPOSURE PRINTING & PR,TX,$280,$0,$0,$0,$0,linda@maximumexposure4yourlogo.com
MAXMARK,TX,$0,$0,$0,$0,$0,stevemaxfield47@gmail.com
"MCW AND ASSOCIATES, INC",TX,$0,$0,$0,$0,$0,
MEDICAL PARKWAY PRINTING INC,TX,$0,$291,$0,$0,$291,INFO@MPPRINT.NET
MEIAH PROMOTIONS,TX,$0,$183,$0,$0,$183,meiahpromotions@gmail.com
MERCH MEDIA,TX,$535,$0,$0,$0,$0,billing@merch-media.com
MEYER DUNLAP LLC,TX,"$1,189",$867,$0,$0,$867,NIKKI.MAUCERE@MEYERDUNLAP.COM
MICHAEL LEE ADVERTISING,TX,$0,$0,$0,$0,$0,
MILLENNIUM BUSINESS FORMS,TX,"$1,299",$0,$0,$0,$0,mbfas@att.net
MILLER/GOLD PRINTING COMPANY,TX,$700,"$1,350",$700,$0,"$1,350",millergold@cableone.net
MINUTEMAN PRESS,TX,"$1,900",$0,$0,$0,$0,kathy@minutemanpress.com
MINUTEMAN PRESS,TX,"$1,255",$0,$0,$0,$0,RSANDERS@MINUTEMANPRESS.COM
MINUTEMAN PRESS - BAY AREA,TX,$0,$0,$0,$0,$0,jane@minutemanpress.com
MINUTEMAN PRESS MCKINNEY,TX,$0,"$1,371",$0,$0,"$1,371",CK@MINUTEMANPRESS.COM
MINUTEMAN PRESS OF HUMBLE,TX,$199,$0,$0,$0,$0,humble@minutemanpress.com
MITCHELL MARKETING,TX,$0,$0,$0,$0,$0,JATON_MARKETING@YAHOO.COM
MIXED MEDIA CREATIONS,TX,$163,$0,$0,$0,$0,orders@mailmmc.com
MKT CORPORATE PROMOTIONS,TX,$967,"$1,153",$183,$0,"$1,153",CWOLD@MKTPROMOS.COM
MMP TEXOMA,TX,$193,$0,$0,$0,$0,mpedroza@minutemanpress.com
MONARCH TROPHY STUDIO,TX,"$2,897","$1,537",$323,$0,"$1,537",MONARCH@LOGIXONLINE.COM; sales@mtsawards.com
MONOGRAMS & MORE,TX,$598,$167,$0,$0,$167,OFFICE@MONOGRAMS-MORE.COM
"MORGAN BUSINESS SOLUTIONS, INC",TX,$0,$0,$0,$0,$0,
MPRESSA,TX,"$9,489","$2,783",$0,$0,"$2,783",TSMITH@MPRESSA.COM
MPRINTED.COM,TX,$0,$196,$0,$0,$196,hal@mprinted.com
MR. INCENTIVES,TX,$136,$0,$0,$0,$0,mrincentives@mrincentives.com
"MTC, INC.",TX,$0,$0,$0,$0,$0,MTCIMPEXP@AOL.COM
MULHOLLAND CUSTOM IMPRINTS,TX,$0,$684,$0,$0,$684,MARY@MULHOLLANDS.COM
"MUSE SOLUTIONS, LLC",TX,$232,$0,$232,$0,$0,cs@museonline.com
N A CONSULTING CO.,TX,$247,$0,$0,$0,$0,NOELIA@N-ACONSULTING.CO
NATIONWIDE ADV. SPECIALTY,TX,$550,"$2,619",$0,$824,"$2,619",mw033667@nationwideadvertising.net
NCOA MARKETING COMPANY,TX,$148,$0,$0,$0,$0,jbuccini@ncoausa.org
NECESSITIES & MORE,TX,$0,"$2,466",$0,$0,"$2,466",NDELO497@SBCGLOBAL.NET
NEEDLE LITTLE HELP,TX,$952,$0,$0,$0,$0,info@needlelittlehelp.com
NEIL PROMOTIONAL PRODUCTS,TX,"$1,127","$2,205",$0,$0,"$2,205",billneil@wcc.net
NETWORK-INTERSTATE CO.,TX,"$5,708","$2,072",$243,$0,"$2,072",accounting@networkinterstateco.com
NEWMAN GROUP,TX,$0,$-56,$0,$0,$-56,TERRY@TNGROUP.NET
NEXEMO,TX,$296,$776,$0,$0,$776,jalkirwi@zakproducts.com
NEXT DAY SIGNS,TX,$0,$0,$0,$0,$0,GREG@NEXTDAYSIGNSUSA.COM
NINE18 PRINTING SOLUTIONS,TX,$0,$0,$0,$0,$0,mark@nine18printing.com
"NJ GRAPHIC DESIGN, INC",TX,"$2,848",$211,$0,$0,$211,sue@njgdinc.com
NOLANS PROMOTIONAL PRODUCTS,TX,"$1,661",$798,$0,$0,$798,theresa@nolansonline.com
"NORTH STAR MKTG, GRP.",TX,$0,"$3,069",$0,$152,"$3,069",ldavis60@comcast.net
NOTABLE NOTIONS PROMOTIONS,TX,$189,$0,$189,$0,$0,bkgnnp@yahoo.com
NW DIGITAL WORKS,TX,$639,"$1,031",$0,$172,"$1,031",cheryl-roberts@nwdigitalworks.com
OFFICE DEPOT TRADE PAYABLES,TX,"$6,936",$0,$135,$0,$0,promoprograms@officedepot.com
OFFICEMAX IMPRESS # 1953,TX,$0,"$1,179",$0,$0,"$1,179",IMPRESS1953@OFFICEMAX.COM
OLYMPIA BUSINESS PRODUCTS,TX,$0,$199,$0,$0,$199,SALES@OLYMPIABP.COM
ON DEMAND PRESS,TX,$564,$0,$0,$0,$0,dan.hawk@ondemandpress.com
ONE SOURCE,TX,$407,$0,$0,$0,$0,BILLING@OSIML.COM
ONE SOURCE GRAPHICS,TX,$598,$662,$0,$0,$662,bweather4d@aol.com
ONE SOURCE PROMOTIONS,TX,$0,"$2,802",$0,$0,"$2,802",CINDY@ONESOURCEPROMOS.COM
ONE STOP PRINTING,TX,$226,$0,$0,$0,$0,rob@onestopprinting.com
ONLINE PROMOTIONS,TX,$159,$0,$0,$0,$0,DOTTIEKAMINSKI@AOL.COM
"OPTIONS LTD, INC",TX,$682,$257,$0,$0,$257,randy@optionslimited.com
OPUS PROMOTIONAL PRODUCTS LLC,TX,$807,$742,$0,$0,$742,ashley@designworksgroup.com
OUTBURST ADVERTISING,TX,$833,$0,$0,$0,$0,amy@outburstadvertising.com
OUTSIDE THE BOX,TX,"$1,167",$0,$0,$0,$0,SALES@OTB4U.COM
P & B PRINT,TX,$0,$193,$0,$0,$193,
PAC- PERFORMANCE AWARD CENTER,TX,"$33,645","$22,319","$3,273",$266,"$22,319",SMALONE@PAC-INC.COM
PAGE INTERNATIONAL COMMUNICATI,TX,"$14,545","$20,298","$1,670",$0,"$20,298",PROMODEPT@page-intl.com
PAGES PRINTING,TX,$176,$467,$0,$0,$467,pages-printing@sbcglobal.net
PAP/ KELLY A. CAUSEY,TX,$0,$152,$0,$0,$152,info@press4promotions.com
PAPER CONCEPTS,TX,$0,$292,$0,$0,$292,mcobos@paperconcepts.com
PAPER GRAPHICS PRINTING,TX,$277,$0,$0,$0,$0,KGIBSON@PAPERGRAPHICSLTD.COM
PAPERCLIP PROMOTIONS,TX,"$1,953",$370,$0,$0,$370,shannon@paperclippromotions.com
PARACORD PLAZA,TX,$102,$353,$0,$0,$353,MICHELLE@PARACORDPLAZA.COM
"PARAMAX, INC",TX,$0,"$1,169",$0,$0,"$1,169",BRUCE@PARAMAXPROMO.COM
PARK PLACE SPORTS & AWARDS,TX,"$1,065","$1,495",$0,$0,"$1,495",accounting@parkplacesports.com
"PARKER BUSINESS FORMS, INC",TX,"$5,656","$1,273",$0,$0,"$1,273",martha@parkerbf.com
"PASADENA PRINTING, INC.",TX,"$1,271",$0,$0,$0,$0,jane@pasadena-printing.com
PATRIOT ADVERTISING INC,TX,$153,$0,$0,$0,$0,phil@patriotadvertising.com
"PDS CORPORATE SALES, LLC.",TX,$0,$624,$0,$0,$624,accounting@pdscorporatesales.com
PEAK PROMOTIONS,TX,"$1,413","$1,651",$0,$0,"$1,651",accounting@peakpromo.com
PEAK PROMOTIONS LIMITED,TX,$444,$0,$0,$0,$0,deanna@peakpromo.com
"PENGUIN SUITS,INC",TX,$161,$0,$161,$0,$0,keisha@penguinsuits.com
PEPPER-L SPECIALTIES,TX,"$25,658",$972,$0,$0,$972,pepper.hudson@gmail.com
"PEPWEAR, LLC",TX,$960,"$1,181",$0,$0,"$1,181",loree@pepwear.com
PERKINS PROMOTIONS,TX,"$2,883",$0,$0,$0,$0,laree@perkinspromotions.com
PERRY OFFICE PLUS,TX,$335,$0,$0,$0,$0,debbie.yearwood@perryop.com
PERSONALIZED PROMOTIONS,TX,$0,$0,$0,$0,$0,sherry@personalizedpromos.com
PHILLIPS/FLINN,TX,$0,$0,$0,$0,$0,PAIGEFLINN@ME.COM
PIERCY ASSOCIATES,TX,$0,$395,$0,$0,$395,PIERCYASSOCIATES@AOL.COM
"PINNACLE GRAPHICS, INC.",TX,$0,$0,$0,$0,$0,veronicag@pinnaclegraphics.com
PINNACLE PROMOTIONS,TX,$670,$580,$0,$0,$580,PINNACLEPROMO@AOL.COM
PLANET SIGNS,TX,$0,$260,$0,$0,$260,
PMD MARKETING INC.,TX,$653,$803,$0,$0,$803,ACCOUNTING@PMDMKTG.COM
POINT DIGITIZING,TX,"$1,125",$0,$0,$0,$0,keith@pointdz.com
POMARANTZ & ASSOCIATES,TX,$572,$0,$0,$0,$0,talkpromo@aol.com
POPULAR EMBROIDERY DESIGNS,TX,$0,$0,$0,$0,$0,VICTOR-PED@SBCGLOBAL.NET
POTENZA PROMOTIONS LLC,TX,$517,$327,$0,$0,$327,lhulke@potenzapromotions.com
POW INC DBA GOLD TOUR SHOP-DAL,TX,$335,"$1,189",$0,$0,"$1,189",INFO@POWINCPROMOS.COM; scott@powincpromos.com
PREFERRED BUSINESS SOLUTIONS,TX,$254,$257,$0,$0,$257,MELODYM@POPEXPRESS.COM
"PREMIER SAFEGUARD, INC",TX,$349,$0,$0,$0,$0,michelle@txpsg.com
PRESS LINK,TX,"$1,513","$1,734","$1,513",$0,"$1,734",denisep@presslinkusa.com
PRIMARK INC.,TX,$0,$0,$0,$0,$0,MICHELE@PRIMARKUSA.COM
"PRINT ABILITIES, LLC",TX,$0,$360,$0,$0,$360,SALES@PRINTABILITIES.COM
PRINT CITY.COM,TX,$0,"$1,512",$0,$0,"$1,512",accounting@printcity.com
PRINT RITE INC,TX,"$1,507",$223,$0,$0,$223,EWRIGHT@PRINTRITEINC.COM
PRINT SYNERGIES,TX,"$2,669","$3,619",$0,$0,"$3,619",diane.pinckard@printsynergies.com
PRINT TEAM PRODUCTION PARTNERS,TX,"$1,177",$0,$0,$0,$0,martih@theprintteam.com
"PRINTED SUPPLIES,INC.",TX,"$3,025",$0,"$1,001",$0,$0,debbie_wenzel@printedsupplies.com
PRINTED THREADS,TX,$540,$0,$0,$0,$0,JARED@PRINTEDTHREADS.COM
PRINTGLOBE,TX,"$19,368","$9,455","$1,585",$281,"$9,455",accounting@printglobe.com
PRINTGRITY,TX,$0,$0,$0,$0,$0,deborah@printegrity.us
PRINTING & MARKETING SOLUTIONS,TX,$0,"$7,376",$0,$0,"$7,376",DOUG@866DOUGMILLER.COM;doug@printpromosales.com
PRINTING X-PRESS,TX,$0,$357,$0,$0,$357,JO@PRINTING-X-PRESS.COM
PRO DISTRIBUTING,TX,$0,$0,$0,$0,$0,PRODISTRIBUTING@AOL.COM
PRO MO STUFF,TX,$172,$0,$0,$0,$0,LAURA@PROMOSTUF.COM
PRODUCTOS LUCKY,TX,$144,$0,$0,$0,$0,liz@grupoabsa.com
PROFESSIONAL CONCEPTS ADVERT,TX,$924,$0,$0,$0,$0,rubybruns@yahoo.com
"PROFESSIONAL CONCEPTS, INC.",TX,"$1,066","$1,068",$0,$0,"$1,068",kathy@denimsntees.com
PROFESSIONAL SPEC & INCENTIVES,TX,"$4,224","$3,553",$265,$0,"$3,553",profspec@aol.com
PROFORM PRINTING AND PROMOS,TX,$0,"$2,020",$0,$0,"$2,020",andrew@katypromos.com
PROFORMA,TX,$0,$347,$0,$0,$347,mike.shelton@proforma.com
PROFORMA ANGELINI & ASSOCIATES,TX,$829,"$1,620",$0,$0,"$1,620",info.angelini@proforma.com
PROFORMA A-Z SPECIALTIES,TX,$512,$0,$0,$0,$0,SHERI.MCBRIDGE@PROFORMA.COM
PROFORMA BRAND PERFROMANCE,TX,$0,$346,$0,$0,$346,Ashley.sartor@proforma.com
PROFORMA CUSTOM PRODUCTS,TX,$250,$0,$0,$0,$0,EDWARD.GARDERE@PROFORMA.COM
PROFORMA DESERT PROMOTIONS,TX,$0,$806,$0,$0,$806,debbie.dixon@proforma.com
PROFORMA DESIGN MANAGEMENT,TX,$591,$345,$0,$0,$345,kristi.allen@proforma.com
PROFORMA DIAMOND B PROMOTIONS,TX,"$1,572","$5,061",$0,$0,"$5,061",DIAMOND.SOLUTIONS@PROFORMA.COM;
PROFORMA DIVERSIFIED CORPORATE,TX,$193,$0,$0,$0,$0,eve.parr@proformadcs.com
PROFORMA DIVINE CORPORATE SUPP,TX,$0,$0,$0,$0,$0,jennifer.baker@proforma.com
PROFORMA ELITE TEXAS GRAPHICS,TX,"$1,175",$0,$0,$0,$0,jodie.carlson@proforma.com
PROFORMA EXTRAORDINARY PROMO,TX,$749,$0,$0,$0,$0,pcovell@extraordinarypromos.com
PROFORMA FOCUSED SOLUTIONS,TX,$0,"$3,781",$0,$0,"$3,781",phil.rigney@proforma.com
PROFORMA GREEN MARKETING,TX,$195,$0,$0,$0,$0,john.simonetta@proforma.com
PROFORMA M.A.C MKTG,TX,$0,$155,$0,$0,$155,MARYANNE.CASEY@PROFORMA.COM
"PROFORMA MAIN GROUP, INC",TX,$0,$0,$0,$0,$0,MICHALE.KENNEDY@PROFORMA.COM
PROFORMA MEDIA & PRINT SOLUTIO,TX,"$14,905",$0,$0,$0,$0,EDWARD.MARTIN@PROFORMA.COM
PROFORMA MYCO PRINT SOLUTIONS,TX,$0,$0,$0,$0,$0,MARK.MYERS@PROFORMA.COM
PROFORMA PATTON PROMOTIONAL,TX,$0,$0,$0,$0,$0,INFO@BRANDING-RESOURCES.COM
PROFORMA PROMOTIONAL PRODUCTS,TX,$0,$393,$0,$0,$393,maryalice.griffin@proforma.com
PROFORMA PROMOTIONS GROUP,TX,$0,$707,$0,$0,$707,kellie.miller@proforma.com
PROFORMA PROMOTIONS REMEMBERED,TX,"$2,121",$0,$208,$0,$0,"BARBARA,BUTLER@PROFORMA.COM"
PROFORMA QUICKSILVER PROMOTION,TX,$0,$0,$0,$0,$0,quicksilver.support@proforma.com
PROFORMA ROSS MARKETING GROUP,TX,$649,$272,$0,$0,$272,info@rmglogo.com
PROFORMA SIMONETTA FREELANCE,TX,$0,$0,$0,$0,$0,JOHN.SIMONETTA@PROFORMA.COM
PROFORMA SNAP MARKETING,TX,$588,$0,$0,$0,$0,ann.macaluso@proforma.com
PROFORMA/ BOSS PROMO,TX,"$1,004",$0,$0,$0,$0,virginiakay.bradbury@proforma.com
PROGRAPHICS INC,TX,$226,$0,$0,$0,$0,imprints@swbell.net
PROJECT PROMOTIONS,TX,"$1,074",$0,$0,$0,$0,steely@projectpromotion.com
PROLINE SUPPLY COMPANY,TX,$559,"$1,788",$0,$0,"$1,788",dhajduk@prolinesupply.cc
PROMIUMS,TX,$0,$0,$0,$0,$0,mike@promiums.com
PROMO GIFTS LLC,TX,$0,$540,$0,$0,$540,accounting@promogiftsonline.net
PROMO PLANET,TX,"$9,140","$2,529",$0,$838,"$2,529",customerservice@mypromoplanet.com; accounting@mypromoplanet.com
PROMO PROS,TX,$0,$233,$0,$0,$233,ap@promopros.com
PROMO RESOURCES,TX,$0,$0,$0,$0,$0,
PROMOCONNECTION PROMOTIONAL,TX,"$1,054",$0,$0,$0,$0,SALES@PROMOCONNECTION.NET
PROMOPLUS LLC,TX,$628,$0,$0,$0,$0,sanantonio@promoplus.co
"PROMOPUNCH, LLC",TX,$0,"$2,177",$0,$257,"$2,177",SALES@PROMOPUNCH.COM
PROMOSPLUS,TX,$0,$241,$0,$0,$241,
PROMOTE IN TANDEM,TX,$0,$603,$0,$0,$603,AM@promoteintandem.com
PROMOTIONAL EDGE,TX,$0,$353,$0,$0,$353,info@promotionaledge.net
PROMOTIONAL GRAFFITI,TX,$707,$421,$0,$0,$421,stacy@promotionalgraffiti.com
PROMOTIONAL MARKETING WITH TLC,TX,$0,$0,$0,$0,$0,tcrawford@promomktgtlc.com
PROMOTIONAL MARKETPLACE,TX,$0,$310,$0,$0,$310,vgronberg55@aol.com
PROMOTIONAL MERCHANDISE.COM,TX,"$1,364",$552,$90,$0,$552,accounting@promotionalmerchandise.com
PROMOTIONAL PRODUCTS ASSOC.,TX,$0,$0,$0,$0,$0,
"PROMOTIONAL RESCUE, INC.",TX,$0,$0,$0,$0,$0,JIM@PROMOTIONALRESCUE.COM
PROMOTIONAL SPECIALTIES,TX,"$1,162",$629,$0,$0,$629,mike.love@um.att.com
"PROMOTIONS AT WORK, INC.",TX,$0,$285,$0,$285,$285,PROMOSWORK@AUSTIN.RR.COM
PROMOTIONS IN PRINT,TX,"$1,224","$1,408",$0,$0,"$1,408",pabentham@aol.com
PROMOTIONS WITH A PURPOSE,TX,$324,$369,$0,$369,$369,GREG@PROMOPURPOSE.COM
PRO-MOTIONS/GRAFF-X,TX,"$1,585",$812,$0,$238,$812,office@promosgx.com; steve@promosgx.com
PROMOTIT PROMOTIONS LLC,TX,$732,$0,$0,$0,$0,ROSEMARY@PROMOTITPROMOTIONS.COM
PROMOWORLD INC,TX,$154,$494,$0,$0,$494,jamieswhite@gmail.com; jamie.f.white@gmail.com
PROPLAN.IT,TX,$0,$513,$0,$513,$513,sheawarren@proplanit.com
PROSOURCE PROMOTIONS,TX,$350,$0,$0,$0,$0,don@prosourcepromo.com
PROSOURCE SPECIALTIES,TX,"$4,368","$5,640",$0,$0,"$5,640",lrandoll@prosourcespecialties.com
PROSPER MARKETING GROUP,TX,"$2,327","$1,115",$0,$0,"$1,115",mneeley@prospermarketinggroup.com
